source,page_id,page_number,page_content,continuation
750-999.json,5319b616-9629-44bf-8ddf-53ef72965562,193,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 1B 7C Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 8.3 G 10.5 G 9.0 G at 1 kV DC with Contacts Closed As Left: 8.3 G 10.5 G 9.0 G Insulation Resistance Across Pole in Ohms As Found: 550 G 238 G 480 G at 1 kV DC with Contacts Opened As Left: 550 G 238 G 480 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 61 59 65 Resistance in Micro-Ohms As Left: 61 59 65 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 26.7 26.7 26.7 Equal to 1848 Amps As Left: 26.7 26.7 26.7 Manufacturers Curve 19 to 28 Seconds Short Time Elements Short Time Delay in Seconds at 150 % Pick Up As Found: 0.80 0.80 0.80 Equal to 2772 Amps As Left: 0.80 0.80 0.80 Manufacturers Curve 0.7 to 1.2 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.91 0.91 0.91 Equal to 600 Amps As Left: 0.91 0.91 0.91 Manufacturers Curve 0.7 to 1.5 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: Manufacturers Curve to Amperes As Left: Tested By: Ken Blaeske & Bob Jandre Test Equipment #: 112, 207, 520 Comments: The circuit breaker is acceptable for operation. ELECTRICAL ENERGY W129N10818 Washington Drive Germantown, WI 53022 NETA Phone #(262) 255-5222 Fax #(262) 242-2360 EXPERTS -46-",1
750-999.json,a5f13055-65bd-4bdf-b1aa-394b122a0949,179,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 1B 8C Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 36.6 G 42.2 G 36.8 G at 1 kV DC with Contacts Closed As Left: 36.6 G 42.2 G 36.8 G Insulation Resistance Across Pole in Ohms As Found: 520 G 496 G 490 G at 1 kV DC with Contacts Opened As Left: 520 G 496 G 490 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 59 70 75 Resistance in Micro-Ohms As Left: 59 70 75 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 10.3 10.3 10.3 Equal to 1848 Amps As Left: 10.3 10.3 10.3 Manufacturers Curve 9.5 to 14 Seconds Short Time Elements Short Time Delay in Seconds at 150 % Pick Up As Found: 0.72 0.72 0.72 Equal to 2772 Amps As Left: 0.72 0.72 0.72 Manufacturers Curve 0.7 to 1.2 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 1.1 1.1 1.1 Equal to 240 Amps As Left: 1.1 1.1 1.1 Manufacturers Curve 0.7 to 1.3 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: Manufacturers Curve to Amperes As Left: Tested By: Ken Blaeske & Bob Jandre Test Equipment #: 112, 207, 520 Comments: The circuit breaker is acceptable for operation. ELECTRICAL ENERGY W129N10818 Washington Drive Germantown, WI 53022 NETA Phone #(262) 255-5222 Fax #(262) 242-2360 EXPERTS -32-",1
750-999.json,199661cb-4173-4e83-9c1b-1627a1099a63,23,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 1B Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 65.1 G 77.8 G 76.9 G at 1 kV DC with Contacts Closed As Left: 65.1 G 77.8 G 76.9 G Insulation Resistance Across Pole in Ohms As Found: 210 G 205 G 179 G at 1 kV DC with Contacts Opened As Left: 210 G 205 G 179 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 77 70 69 Resistance in Micro-Ohms As Left: 77 70 69 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 11.1 11.1 11.1 Equal to 1800 Amps As Left: 11.1 11.1 11.1 Manufacturers Curve 9 to 15 Seconds Short Time Elements Short Time Delay in Seconds at 150 % Pick Up As Found: 0.15 0.15 0.15 Equal to 2700 Amps As Left: 0.15 0.15 0.15 Manufacturers Curve 0.10 to 0.18 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.80 0.80 0.80 Equal to 180 Amps As Left: 0.80 0.80 0.80 Manufacturers Curve 0.68 to 1.1 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 3600 3600 3600 Manufacturers Curve 3240 to 3960 Amperes As Left: 3600 3600 3600 Tested By: Steve Reewolinski & Ken Blaeske Test Equipment #: 115, 203, 547 Comments: The circuit breaker is acceptable for operation. ELECTRICAL ENERGY W129N10818 Washington Drive Germantown, WI 53022 NETA Phone#(262)255-5222 Fax #(262)242-2360 EXPERTS - 178",1
101-300.json,9ba4e15a-69ae-42ed-90f5-1fbca23a16f9,86,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 1C Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 97.5 G 112 G 101 G at 1 kV DC with Contacts Closed As Left: 97.5 G 112 G 101 G Insulation Resistance Across Pole in Ohms As Found: 170 G 127 G 214 G at 1 kV DC with Contacts Opened As Left: 170 G 127 G 214 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 42 46 45 Resistance in Micro-Ohms As Left: 42 46 45 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 43.2 43.2 43.2 Equal to 1200 Amps As Left: 43.2 43.2 43.2 Manufacturers Curve 38.16 to 48.4 Seconds Short Time Elements Short Time Delay in Seconds at 100 % Pick Up As Found: 0.13 0.13 0.13 Equal to 3600 Amps As Left: 0.13 0.13 0.13 Manufacturers Curve 0.08 to 0.15 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.82 0.82 0.82 Equal to 720 Amps As Left: 0.82 0.82 0.82 Manufacturers Curve 0.7 to 1.4 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 8766 8814 8760 Manufacturers Curve 6000 to 10000 Amperes As Left: 8766 8814 8760 Tested By: Scott Steinbach & Billy Schanen Test Equipment #: 105, 200, 509 Comments: The circuit breaker is acceptable for operation. ELECTRICAL W129N10818 Washington Drive Germantown, WI 53022 00000000 NERGY WXXXXX Phone #(262)255-5222 Fax #(262)242-2360 NETA EXPERTS. NO 70 -",1
750-999.json,4d86ceea-2f43-469d-b4f0-54b6df15be1d,25,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 1C Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 110 G 65.7 G 101 G at 1 kV DC with Contacts Closed As Left: 110 G 65.7 G 101 G Insulation Resistance Across Pole in Ohms As Found: 236 G 215 G 221 G at 1 kV DC with Contacts Opened As Left: 236 G 215 G 221 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 79 59 74 Resistance in Micro-Ohms As Left: 79 59 74 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 10.6 10.6 10.6 Equal to 2400 Amps As Left: 10.6 10.6 10.6 Manufacturers Curve 9 to 15 Seconds Short Time Elements Short Time Delay in Seconds at 150 % Pick Up As Found: 0.15 0.15 0.15 Equal to 3600 Amps As Left: 0.15 0.15 0.15 Manufacturers Curve 0.10 to 0.18 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.70 0.70 0.70 Equal to 240 Amps As Left: 0.70 0.70 0.70 Manufacturers Curve 0.68 to 1.1 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 5000 5000 5000 Manufacturers Curve 4320 to 5280 Amperes As Left: 5000 5000 5000 Tested By: Steve Reewolinski & Ken Blaeske Test Equipment #: 115, 203, 547 Comments: The circuit breaker is acceptable for operation. ELECTRICAL ENERGY W129N10818 Washington Drive Germantown, WI 53022 NETA Phone #(262)255-5222 Fax #(262)242-2360 EXPERTS 180",1
101-300.json,233ceb59-4527-400b-9aeb-2c562d0f6f81,88,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 1D Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 44.4 G 29.8 G 26.8 G at 1 kV DC with Contacts Closed As Left: 44.4 G 29.8 G 26.8 G Insulation Resistance Across Pole in Ohms As Found: 124 G 143 G 118 G at 1 kV DC with Contacts Opened As Left: 124 G 143 G 118 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 51 46 48 Resistance in Micro-Ohms As Left: 51 46 48 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 42.6 42.6 42.7 Equal to 1200 Amps As Left: 42.6 42.6 42.7 Manufacturers Curve 38.2 to 48.4 Seconds Short Time Elements Short Time Delay in Seconds at 100 % Pick Up As Found: 0.13 0.13 0.13 Equal to 3600 Amps As Left: 0.13 0.13 0.13 Manufacturers Curve 0.08 to 0.15 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.81 0.81 0.81 Equal to 720 Amps As Left: 0.81 0.81 0.81 Manufacturers Curve 0.7 to 1.4 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 8495 8400 8450 Manufacturers Curve 6000 to 10000 Amperes As Left: 8495 8400 8450 Tested By: Scott Steinbach, Chuck Knudson & Billy Schanen Test Equipment #: 105, 200, 509 Comments: The circuit breaker is acceptable for operation. ELECTRICAL W129N10818 Washington Drive Germantown, WI 53022 NERGY WXXXXX Phone #(262)255-5222 Fax #(262) 242-2360 NETA EXPERTS. NO 72",1
750-999.json,b17bff6d-b0dd-4f6e-aee9-2cd306afe308,27,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 1D Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 65.7 G 51.9 G 79.9 G at 1 kV DC with Contacts Closed As Left: 65.7 G 51.9 G 79.9 G Insulation Resistance Across Pole in Ohms As Found: 265 G 201 G 289 G at 1 kV DC with Contacts Opened As Left: 265 G 201 G 289 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 48 48 48 Resistance in Micro-Ohms As Left: 48 48 48 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 95.2 95.2 95.2 Equal to 1080 Amps As Left: 95.2 95.2 95.2 Manufacturers Curve 75 to 125 Seconds Short Time Elements Short Time Delay in Seconds at 150 % Pick Up As Found: 0.40 0.40 0.40 Equal to 4860 Amps As Left: 0.40 0.40 0.40 Manufacturers Curve 0.35 to 0.48 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.80 0.80 0.80 Equal to 180 Amps As Left: 0.80 0.80 0.80 Manufacturers Curve 0.68 to 1.1 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 6400 6400 6400 Manufacturers Curve 5400 to 6600 Amperes As Left: 6400 6400 6400 Tested By: Steve Reewolinski & Ken Blaeske Test Equipment #: 115, 203, 547 Comments: The circuit breaker is acceptable for operation. ELECTRICAL ENERGY W129N10818 Washington Drive Germantown, WI 53022 NETA Phone #(262)255-5222 Fax #(262)242-2360 EXPERTS 182",1
101-300.json,8dc08e53-bed8-4e02-99e7-d59127baf011,90,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 2B Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 63.5 G 56.5 G 65.5 G at 1 kV DC with Contacts Closed As Left: 63.5 G 56.5 G 65.5 G Insulation Resistance Across Pole in Ohms As Found: 118 G 111 G 112 G at 1 kV DC with Contacts Opened As Left: 118 G 111 G 112 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 47 47 46 Resistance in Micro-Ohms As Left: 47 47 46 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 43.2 43.3 43.4 Equal to 960 Amps As Left: 43.2 43.3 43.4 Manufacturers Curve 32.16 to 48.4 Seconds Short Time Elements Short Time Delay in Seconds at 100 % Pick Up As Found: 0.11 0.11 0.11 Equal to 2880 Amps As Left: 0.11 0.11 0.11 Manufacturers Curve 0.07 to 0.15 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.89 0.89 0.89 Equal to 720 Amps As Left: 0.89 0.89 0.89 Manufacturers Curve 0.7 to 1.4 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 6795 6780 6690 Manufacturers Curve 6000 to 10000 Amperes As Left: 6795 6780 6690 Tested By: Scott Steinbach & Chuck Knudson Test Equipment #: 105, 200, 509 Comments: The circuit breaker is acceptable for operation. ELECTRICAL W129N10818 Washington Drive Germantown, WI 53022 00000000 NERGY WXXXXXX Phone #(262)255-5222 Fax #(262)242-2360 NETA EXPERTS. NO -74-",1
750-999.json,962dc103-169a-4b36-9309-2dff9b66bab4,29,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 2B Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 110 G 95.3 G 151 G at 1 kV DC with Contacts Closed As Left: 110 G 95.3 G 151 G Insulation Resistance Across Pole in Ohms As Found: 301 G 245 G 267 G at 1 kV DC with Contacts Opened As Left: 301 G 245 G 267 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 34 30 30 Resistance in Micro-Ohms As Left: 34 30 30 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 95.0 95.0 95.0 Equal to 4800 Amps As Left: 95.0 95.0 95.0 Manufacturers Curve 75 to 125 Seconds Short Time Elements Short Time Delay in Seconds at 150 % Pick Up As Found: 0.13 0.13 0.13 Equal to 4800 Amps As Left: 0.13 0.13 0.13 Manufacturers Curve 0.10 to 0.18 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.25 0.25 0.25 Equal to 480 Amps As Left: 0.25 0.25 0.25 Manufacturers Curve 0.22 to 0.30 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: Manufacturers Curve to Amperes As Left: Tested By: Steve Reewolinski & Ken Blaeske Test Equipment #: 115, 203, 547 Comments: The circuit breaker is acceptable for operation. ELECTRICAL ENERGY W129N10818 Washington Drive Germantown, WI 53022 NETA Phone #(262)255-5222 Fax #(262)242-2360 EXPERTS - 184",1
101-300.json,21dfc003-dcb9-45ab-ab00-91d80677169a,92,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 2C Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 6.1 G 8.7 G 7.6 G at 1 kV DC with Contacts Closed As Left: 6.1 G 8.7 G 7.6 G Insulation Resistance Across Pole in Ohms As Found: 44.6 G 42.6 G 41.6 G at 1 kV DC with Contacts Opened As Left: 44.6 G 42.6 G 41.6 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 23 25 27 Resistance in Micro-Ohms As Left: 23 25 27 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 27.5 27.0 27.5 Equal to 4800 Amps As Left: 27.5 27.0 27.5 Manufacturers Curve 22.48 to 33.96 Seconds Short Time Elements Short Time Delay in Seconds at 100 % Pick Up As Found: 0.06 0.06 0.06 Equal to 12000 Amps As Left: 0.06 0.06 0.06 Manufacturers Curve 0.035 to 0.09 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.99 1.0 1.0 Equal to 1080 Amps As Left: 0.99 1.0 1.0 Manufacturers Curve 0.7 to 1.4 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 10400 10420 10380 Manufacturers Curve 8400 to 14000 Amperes As Left: 10400 10420 10380 Tested By: Scott Steinbach, Chuck Knudson & Billy Schanen Test Equipment #: 105, 200, 509 Comments: The circuit breaker is acceptable for operation. ELECTRICAL W129N10818 Washington Drive Germantown, WI 53022 NERGY WXXXXX Phone #(262)255-5222 Fax #(262)242-2360 NETA EXPERTS. INC 76-",1
750-999.json,d99a83fc-9c9e-47c8-a2c3-b35c121a23d8,31,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 2C Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 120 G 124 G 129 G at 1 kV DC with Contacts Closed As Left: 120 G 124 G 129 G Insulation Resistance Across Pole in Ohms As Found: 215 G 227 G 231 G at 1 kV DC with Contacts Opened As Left: 215 G 227 G 231 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 146 103 76 Resistance in Micro-Ohms As Left: 146 103 76 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 11.2 11.2 11.2 Equal to 2400 Amps As Left: 11.2 11.2 11.2 Manufacturers Curve 9 to 15 Seconds Short Time Elements Short Time Delay in Seconds at 150 % Pick Up As Found: 0.15 0.15 0.15 Equal to 3600 Amps As Left: 0.15 0.15 0.15 Manufacturers Curve 0.10 to 0.18 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.70 0.70 0.70 Equal to 240 Amps As Left: 0.70 0.70 0.70 Manufacturers Curve 0.68 to 1.1 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 5000 5000 5000 Manufacturers Curve 4360 to 5280 Amperes As Left: 5000 5000 5000 Tested By: Steve Reewolinski & Ken Blaeske Test Equipment #: 115, 203, 547 Comments: The circuit breaker is acceptable for operation. ELECTRICAL ENERGY W129N10818 Washington Drive Germantown, WI 53022 NETA Phone #(262)255-5222 Fax #(262)242-2360 EXPERTS - 186",1
101-300.json,dc79be33-6630-4f34-9d8c-2649bd897f54,94,"Low VOLTAGE AIR CIRCUIT BREAKER TEST REPORT (CONTINUED) Identification: Breaker 2D Visual Inspection Circuit Breaker: Cleaned Arc Chutes: Cleaned Operating Mechanism: Lubricated Cubicle: Cleaned Electrical Connections: Normal Grounded: Yes Main Contacts: Normal Auxiliary Devices: N/A Arcing Contacts: Normal Panel Lights: N/A Contact Sequence: Normal Racking Mechanism Normal Auxiliary Contacts: None Shunt Trip Operation: None Operational Tests Manual Open: OK Manual Close: OK Electrically Open: N/A Electrically Close: N/A Manually Charge: OK Electrically Charge: N/A Trip with Protective Devices: N/A Insulation Resistance Tests Pole #1 Pole #2 Pole #3 Insulation Resistance Pole to Pole in Ohms As Found: 24.6 G 28.2 G 23.4 G at 1 kV DC with Contacts Closed As Left: 24.6 G 28.2 G 23.4 G Insulation Resistance Across Pole in Ohms As Found: 52.0 G 66.0 G 61.5 G at 1 kV DC with Contacts Opened As Left: 52.0 G 66.0 G 61.5 G Contact Resistance Tests Pole #1 Pole #2 Pole #3 As Found: 50 50 52 Resistance in Micro-Ohms As Left: 50 50 52 Trip Tests Long Time Elements Pole #1 Pole #2 Pole #3 Long Time Delay in Seconds at 300 % Pick Up As Found: 43.3 43.3 43.3 Equal to 1200 Amps As Left: 43.3 43.3 43.3 Manufacturers Curve 38.2 to 48.4 Seconds Short Time Elements Short Time Delay in Seconds at 100 % Pick Up As Found: 0.25 0.25 0.25 Equal to 3600 Amps As Left: 0.25 0.25 0.25 Manufacturers Curve 0.14 to 0.25 Seconds Ground Fault Elements Ground Fault Delay in Seconds at 150 % Pick Up As Found: 0.84 0.84 0.84 Equal to 720 Amps As Left: 0.84 0.84 0.84 Manufacturers Curve 0.7 to 1.4 Seconds Instantaneous Elements Instantaneous Pick Up in Amperes As Found: 8785 8800 8790 Manufacturers Curve 6000 to 10000 Amperes As Left: 8785 8800 8790 Tested By: Scott Steinbach, Chuck Knudson & Billy Schanen Test Equipment #: 105, 200, 509 Comments: The circuit breaker is acceptable for operation. ELECTRICAL W129N10818 Washington Drive Germantown, WI 53022 XXXXXXX NERGY WXXXXXX Phone #(262)255-5222 Fax #(262)242-2360 NETA EXPERTS. NO 78-",1
