source,page_id,page_number,page_content,page_type
textract_results_572611d421259e89dc84a419b5c7cdee1ff594acc1e6f8620b7d3e7b8064999c.json,5511ab41-80a5-489d-a23b-29dda055f290,11,"SEAM GROUP Compliance Problem on UNMARKED TRANSFORMER DISCO ( Generated: Jan/10/2024 P2UB2F) Houghton Mifflin- 1900 South Batavia Ave > BUILDING 2 WAREHOUSE > MECHANIC SHOP Date collected: 2023/02/09 12:52:06 PM Equipment Type: Disconnect Fused Days Open: 329 Days Asset Tag: - Problem Type: ComplianceProblem Barcode: - Code Violated: 110-12c QR Code: - Possible Fine: $2,000.00 Manufacturer: Square D Priority: UNCL Model Number: - Problem Analysis: Mechanics - Damaged/broken parts Actual Repair: - Est. Failure Downtime: - Repair Entered By: - Est. Failure Prod. %: - Repair Cost: - Notes / Comments: DAMAGED SAFETY RELEASE. FIX LATCH Page 11/30 Prepared by SEAM Group",seam_compliance_issue
textract_results_572611d421259e89dc84a419b5c7cdee1ff594acc1e6f8620b7d3e7b8064999c.json,40bc56ab-6e22-4399-b3de-2de5ddba5836,8,SEAM GROUP Compliance Problem on W/H TRANSFORMER (P2UB24) Generated: Jan/10/2024 Houghton Mifflin- 1900 South Batavia Ave > BUILDING 1 WAREHOUSE > MAIN SWITCHGEAR Date collected: 2023/02/08 13:47:22 PM Equipment Type: Transformer Dry Type Days Open: 329 Days Asset Tag: - Problem Type: ComplianceProblem Barcode: - Code Violated: 110-12c QR Code: 10214747 Possible Fine: - Manufacturer: General Priority: UNCL Model Number: - Problem Analysis: Enclosure - Must be free of foreign materials Actual Repair: - Est. Failure Downtime: - Repair Entered By: - Est. Failure Prod. %: - Repair Cost: - Notes / Comments: TRANSFORMER HAS DUST BUILD UP. TECH RECOMMENDS TRANSFORMER TO BE CLEANED. Page 8/30 Prepared by SEAM Group,seam_compliance_issue
textract_results_572611d421259e89dc84a419b5c7cdee1ff594acc1e6f8620b7d3e7b8064999c.json,d11e18d1-4dd2-4dd2-9331-d703da7ae7e4,5,SEAM GROUP Compliance Problem on WAREHOUSE HALL PANEL (P2UAZZ Generated: Jan/10/2024 ) Houghton Mifflin- 1900 South Batavia Ave > OFFICES > PANELS Date collected: 2023/02/08 12:37:39 PM Equipment Type: Panelboard Days Open: 329 Days Asset Tag: - Problem Type: ComplianceProblem Barcode: - Code Violated: 110-12c QR Code: 10214736 Possible Fine: - Manufacturer: General Electric Priority: UNCL Model Number: - Problem Analysis: Enclosure - Must be free of foreign materials Actual Repair: - Est. Failure Downtime: - Repair Entered By: - Est. Failure Prod. %: - Repair Cost: - Notes / Comments: DUST BUILD UP OVER THE MAIN LUGS AND FEED CABLES. TECH RECOMMENDS A CLEANING AND RE-TORQUING Page 5/30 Prepared by SEAM Group,seam_compliance_issue
textract_results_572611d421259e89dc84a419b5c7cdee1ff594acc1e6f8620b7d3e7b8064999c.json,76a364de-6e1d-46c2-baa4-6852acd305b3,7,"SEAM GROUP Compliance Problem on WH1-SE TRANSFORMER (P2UB23) Generated: Jan/10/2024 Houghton Mifflin- 1900 South Batavia Ave > BUILDING 1 WAREHOUSE Date collected: 2023/02/08 13:00:29 PM Equipment Type: Transformer Dry Type Days Open: 329 Days Asset Tag: - Problem Type: ComplianceProblem Barcode: - Code Violated: 110-12c QR Code: 10214740 Possible Fine: - Manufacturer: Square D Priority: UNCL Model Number: - Problem Analysis: Enclosure - Must be free of foreign materials Actual Repair: - Est. Failure Downtime: - Repair Entered By: - Est. Failure Prod. %: - Repair Cost: - Notes / Comments: TRANSFORMER NEED TO BE CLEANED AND FREE OF DUST, POTENTIAL FIRE HAZARD. Page 7/30 Prepared by SEAM Group",seam_compliance_issue
textract_results_9324578014a655271659de26265bd5566109c3710f2c1baac48df048e3efb9f9.json,44d567b5-0146-42c7-89fd-dc84c0b7325b,7,SEAM GROUP Compliance Problem on XFMR (P2G3N7) Generated: Jan/10/2024 3450 N Lake Shore Drive > Basement > Main SWBD OFLIR Date collected: 2016/08/22 9:37:17 AM Equipment Type: Transformer Dry Type Days Open: 2693 Days Asset Tag: - Problem Type: ComplianceProblem Barcode: Code Violated: 110-12c QR Code: 10211641 Possible Fine: - Manufacturer: Federal Pacific Priority: ETO Model Number: - Problem Analysis: Enclosure - Must be free of foreign materials Actual Repair: - Est. Failure Downtime: - Repair Entered By: - Est. Failure Prod. %: - Repair Cost: - Notes / Comments: NEEDS PM Page 7/26 Prepared by SEAM Group,seam_compliance_issue
textract_results_9324578014a655271659de26265bd5566109c3710f2c1baac48df048e3efb9f9.json,0d9792db-cfbd-4a9d-a669-66bcebe243f7,17,SEAM GROUP Compliance Problem on XFMR (R) (P2G3NP) Generated: Jan/10/2024 3450 N Lake Shore Drive > 40th Floor FLIR Date collected: 2016/08/24 8:54:35 AM Equipment Type: Transformer Dry Type Days Open: 2693 Days Asset Tag: - Problem Type: ComplianceProblem Barcode: Code Violated: 110-12c QR Code: 10211806 Possible Fine: - Manufacturer: Federal Pacific Priority: ETO Model Number: - Problem Analysis: Enclosure - Must be free of foreign materials Actual Repair: - Est. Failure Downtime: - Repair Entered By: - Est. Failure Prod. %: - Repair Cost: - Notes / Comments: Needs PM Page 17/26 Prepared by SEAM Group,seam_compliance_issue
textract_results_d97a19e06bdd3ce8ba49cbc1e7bcad17dd1e29b893075b6257dbc65afb5fa67f.json,4d94e032-b15f-4007-83a0-873cdfb64181,8,SEAM GROUP Cost Benefit PDF 210 N Carpenter > 210 N Carpenter Jan/09/2024 Page 1 Discipline Name Component Cause Status Net Savings Repair Date Page 8/9 Prepared by SEAM Group,seam_cost_benefit
textract_results_aee7785958fb5784723a5a1fcfdc063322d8a8746115633074317c4df8ddfe4b.json,7ac04457-df1f-4ef6-9552-c34227a12f1e,14,SEAM GROUP Cost Benefit PDF 5445 Edgewater Plaza Condominium > 5445 North Sheridan Road Feb/20/2024 Page 1 Discipline Name Component Cause Status Net Savings Repair Date IR HOUSE PUMP #1 Fuse Internal Flaw $402 IR UNIT #7 Fuse Internal Flaw $346 IR BATH EXHAUST Fuse Internal Flaw $579 IR EAST BOILER Fuse Internal Flaw $359 IR GARAGE LIGHTS Bucket Stab Poor Connection $117 Page 14/15 Prepared by SEAM Group,seam_cost_benefit
textract_results_760664d0c80bd0e77666b08126beb841cbb79da31fe3a62ad1a593e70e01b457.json,a4514f9e-3287-45f5-aa3e-dfabf20040c1,13,"SEAM GROUP Cost Benefit PDF STACK > Elk Grove Village, IL Feb/20/2024 Page 1 Discipline Name Component Cause Status Net Savings Repair Date IR PANEL MPP2 Breaker (3P) Internal Flaw $3 Page 13/14 Prepared by SEAM Group",seam_cost_benefit
textract_results_d97a19e06bdd3ce8ba49cbc1e7bcad17dd1e29b893075b6257dbc65afb5fa67f.json,77691021-e141-4b83-aab5-307a00b4ca7e,3,SEAM GROUP Problem List PDF 210 N Carpenter > 210 N Carpenter Jan/09/2024 Page 1 Discipline Inspection Problem Status Acknowledge Cause Name Type Priority Date Severity d Date Page 3/9 Prepared by SEAM Group,seam_issue_list
textract_results_aee7785958fb5784723a5a1fcfdc063322d8a8746115633074317c4df8ddfe4b.json,1a555303-2d9e-488e-b13a-bf9710e99df5,3,SEAM GROUP Problem List PDF 5445 Edgewater Plaza Condominium > 5445 North Sheridan Road Feb/20/2024 Page 1 Discipline Inspection Problem Status Acknowledge Cause Name Type Priority Date Severity d Date Feb/24/2022 Plug Fuse - PANEL L.PH Panelboard UNCL Feb/24/2022 Mechanics -PANEL L.PH Transforme UNCL IR Feb/24/2022 S Poor GARAGE LIGHTS Bucket UNCL IR Feb/24/2022 I Internal UNIT #7 Disconnect UNCL IR Feb/24/2022 Internal EAST BOILER Disconnect UNCL IR Feb/24/2022 Internal HOUSE PUMP #1 Disconnect UNCL IR Feb/24/2022 Internal BATH EXHAUST Disconnect UNCL Page 3/15 Prepared by SEAM Group,seam_issue_list
textract_results_deb7d46aed0f584a4e25ee72e3fdf809972617e8fc4e0bec89bd0b87d443e7f2.json,f637a62a-36ec-46cd-8ec9-2b959733fda3,3,SEAM GROUP Problem List PDF Delta Dental > 111 Shuman Boulevard Jan/10/2024 Page 1 Discipline Inspection Problem Status Acknowledge Cause Name Type Priority Date Severity d Date Page 3/5 Prepared by SEAM Group,seam_issue_list
textract_results_c6dc07424908f0cfd188e4f9332f4f5e287f61be39588ef4fbef41dd6846b955.json,6fed389e-de24-425d-9363-db90bafa4d9b,1,SEAM GROUP Eze Software Group Chicago 100 South Wacker Chicago IL 60606 US Inspection Date: Nov/19/2016 - Nov/19/2016 Disciplines: Infrared Page 1/11 Prepared by SEAM Group,seam_title
textract_results_a20aa19db76333404c4aef20e123ebb9f495c368d901d1c9600287f93e55e3d0.json,45f7d4e6-a109-48fc-83a3-dc04916ab91f,1,SEAM GROUP GE Healthcare 500 W Monroe 500 W Monroe Chicago IL 60661 US Inspection Date: Jun/30/2019 - Jun/30/2019 Disciplines: Infrared Page 1/7 Prepared by SEAM Group,seam_title
textract_results_9324578014a655271659de26265bd5566109c3710f2c1baac48df048e3efb9f9.json,c097ec3b-63ac-4c64-8931-8c129373d0be,1,SEAM GROUP Hawthorne House 3450 N Lake Shore Drive 3450 N Lake Shore Drive Chicago IL 60657 US Inspection Date: Aug/25/2016 - Aug/25/2016 Disciplines: Infrared Page 1/26 Prepared by SEAM Group,seam_title
textract_results_572611d421259e89dc84a419b5c7cdee1ff594acc1e6f8620b7d3e7b8064999c.json,fb5314b9-4874-413a-96bf-eeecadb38524,1,SEAM GROUP Houghton Mifflin Houghton Mifflin- 1900 South Batavia Ave 1900 South Batavia Ave Geneva IL 60134 US Inspection Date: Feb/11/2023 - Feb/11/2023 Disciplines: Infrared Page 1/30 Prepared by SEAM Group,seam_title
textract_results_f40aa4b27ddfbf97b8a152a34d27c94b24b943916637c79375b4310b168460a0.json,4b779055-782c-4701-b6bb-f6ce302517e3,1,SEAM GROUP Norris Recreation Center 551 Glen Avenue 551 Glen Avenue Wheeling IL 60090 US Inspection Date: Oct/17/2017 - Oct/17/2017 Disciplines: Infrared Page 1/4 Prepared by SEAM Group,seam_title
textract_results_760664d0c80bd0e77666b08126beb841cbb79da31fe3a62ad1a593e70e01b457.json,b53fb52f-8f3c-4807-8640-ee7bbe6f14c5,1,"SEAM GROUP STACK Elk Grove Village, IL 1441 Touhy Ave. Elk Grove Village IL 60007 US Inspection Date: Nov/30/2019 - Nov/30/2019 Disciplines: Infrared Page 1/14 Prepared by SEAM Group",seam_title
textract_results_ab62f90968979c682456aea9d1dfd044513c4c81b0edb05adf6030f5f08aec5b.json,155cb4e5-8eeb-4918-b1da-4fc31ef3385c,1,SEAM GROUP Swedish Covenant Hospital Galter Medical Pavilion to be filled Chicago AL 60625 US Inspection Date: May/26/2022 - May/26/2022 Disciplines: Infrared Page 1/34 Prepared by SEAM Group,seam_title
